region	chr	midPos	Nsites
(205,447)(236310,236552)(200000,250000)	JASDQU010738687.1	225000	244	0.018288
(674,1013)(124999,125425)(100000,150000)	JASDQU010738697.1	125000	341	0.197201
(324,1396)(196246,197589)(150000,200000)	JASDQU010738702.1	175000	1074	0.232312
(124,2730)(100816,107861)(100000,150000)	JASDQU010738704.1	125000	2608	0.271208
(2346,2606)(150000,150277)(150000,200000)	JASDQU010738706.1	175000	262	0.244787
(3456,4091)(176431,177180)(150000,200000)	JASDQU010738712.1	175000	637	0.008473
(4092,4896)(232605,233425)(200000,250000)	JASDQU010738712.1	225000	806	0.008990
(300,379)(118925,119038)(100000,150000)	JASDQU010738718.1	125000	81	0.077996
(380,1340)(170411,171376)(150000,200000)	JASDQU010738718.1	175000	962	0.218852
(322,334)(53705,66113)(50000,100000)	JASDQU010738720.1	75000	14	0.079656
(335,909)(118393,128820)(100000,150000)	JASDQU010738720.1	125000	576	0.254555
(910,1515)(218458,219067)(200000,250000)	JASDQU010738720.1	225000	607	0.009662
(1333,1707)(150073,150473)(150000,200000)	JASDQU010738721.1	175000	376	0.052148
(628,2801)(121632,136114)(100000,150000)	JASDQU010738731.1	125000	2175	0.024469
(354,627)(455519,460577)(450000,500000)	JASDQU010738732.1	475000	275	-0.011934
(215,337)(87119,87735)(50000,100000)	JASDQU010738739.1	75000	124	0.030096
(3928,3961)(50000,50033)(50000,100000)	JASDQU010738741.1	75000	35	0.032224
(1459,2334)(90092,91015)(50000,100000)	JASDQU010738754.1	75000	877	0.575649
(2335,2905)(140715,149999)(100000,150000)	JASDQU010738754.1	125000	572	0.019993
(3006,3394)(160308,193266)(150000,200000)	JASDQU010738758.1	175000	390	-0.017265
(286,753)(190941,191412)(150000,200000)	JASDQU010738761.1	175000	469	0.098070
(44,1004)(148482,149446)(100000,150000)	JASDQU010738785.1	125000	962	0.251259
(455,455)(128230,128230)(100000,150000)	JASDQU010738802.1	125000	2	0.040665
(697,961)(192309,192611)(150000,200000)	JASDQU010738803.1	175000	266	0.436656
(962,1154)(252193,252449)(250000,300000)	JASDQU010738803.1	275000	194	0.348738
(1191,1890)(160426,161293)(150000,200000)	JASDQU010738806.1	175000	701	0.475578
(408,746)(253588,253929)(250000,300000)	JASDQU010738829.1	275000	340	0.155611
(747,1119)(301617,302129)(300000,350000)	JASDQU010738829.1	325000	374	0.558616
(1531,2306)(100905,101711)(100000,150000)	JASDQU010738833.1	125000	777	0.075875
(925,1011)(126403,126515)(100000,150000)	JASDQU010738839.1	125000	88	0.060147
(315,406)(157877,157978)(150000,200000)	JASDQU010738844.1	175000	93	0.030272
(407,465)(493349,493417)(450000,500000)	JASDQU010738844.1	475000	60	0.056119
(197,1736)(87111,96158)(50000,100000)	JASDQU010738847.1	75000	1541	0.103198
(4717,5970)(126307,127611)(100000,150000)	JASDQU010738852.1	125000	1255	0.153549
(10498,10972)(100000,100993)(100000,150000)	JASDQU010738858.1	125000	476	0.257973
(1113,1135)(161030,167591)(150000,200000)	JASDQU010738859.1	175000	24	0.061485
(1323,1378)(193440,193529)(150000,200000)	JASDQU010738866.1	175000	57	0.039165
(1379,1747)(304655,305062)(300000,350000)	JASDQU010738866.1	325000	370	0.033413
(396,885)(128885,129400)(100000,150000)	JASDQU010738869.1	125000	491	0.056349
(837,1073)(104896,105248)(100000,150000)	JASDQU010738870.1	125000	238	0.120856
(1217,1245)(133611,133647)(100000,150000)	JASDQU010738883.1	125000	30	0.298050
(1432,2120)(163022,163723)(150000,200000)	JASDQU010738891.1	175000	690	0.226025
(1454,1805)(82696,83167)(50000,100000)	JASDQU010738897.1	75000	353	0.255640
(1958,3401)(50000,51536)(50000,100000)	JASDQU010738908.1	75000	1445	0.036537
(217,414)(264524,264729)(250000,300000)	JASDQU010738918.1	275000	199	0.024172
(489,1325)(127221,128101)(100000,150000)	JASDQU010738936.1	125000	838	0.405731
(1326,1506)(250616,250914)(250000,300000)	JASDQU010738936.1	275000	182	0.058400
(1507,2458)(364255,376341)(350000,400000)	JASDQU010738936.1	375000	953	0.000917
(2459,2491)(430318,430408)(400000,450000)	JASDQU010738936.1	425000	34	0.055454
(2492,2594)(476729,478915)(450000,500000)	JASDQU010738936.1	475000	104	0.081562
(385,442)(124208,124282)(100000,150000)	JASDQU010738956.1	125000	59	0.053988
(2591,2825)(120395,120634)(100000,150000)	JASDQU010738991.1	125000	236	0.500108
(2250,2567)(88488,88813)(50000,100000)	JASDQU010738994.1	75000	319	0.044837
(1057,1209)(112884,113038)(100000,150000)	JASDQU010738998.1	125000	154	0.048816
(2992,3115)(298828,299126)(250000,300000)	JASDQU010739005.1	275000	125	0.040016
(779,964)(244114,244335)(200000,250000)	JASDQU010739007.1	225000	187	0.400292
(168,178)(81383,81398)(50000,100000)	JASDQU010739015.1	75000	12	0.152297
(179,394)(194531,194877)(150000,200000)	JASDQU010739015.1	175000	217	0.090420
(395,648)(223233,245166)(200000,250000)	JASDQU010739015.1	225000	255	0.049509
(402,920)(159120,181206)(150000,200000)	JASDQU010739033.1	175000	520	0.252578
(921,1089)(446393,446566)(400000,450000)	JASDQU010739033.1	425000	170	0.108978
(5,751)(68408,69177)(50000,100000)	JASDQU010739055.1	75000	748	0.313314
(121,923)(211893,244032)(200000,250000)	JASDQU010739060.1	225000	804	0.170588
(161,305)(426230,426401)(400000,450000)	JASDQU010739087.1	425000	146	0.077507
(306,564)(458609,459786)(450000,500000)	JASDQU010739087.1	475000	260	0.022275
(40,46)(105941,105948)(100000,150000)	JASDQU010739091.1	125000	8	0.037572
(214,1529)(101506,103398)(100000,150000)	JASDQU010739092.1	125000	1317	0.190722
(198,843)(109856,110528)(100000,150000)	JASDQU010739115.1	125000	647	0.190323
(844,1277)(153331,153797)(150000,200000)	JASDQU010739115.1	175000	435	0.195592
(278,506)(138171,138400)(100000,150000)	JASDQU010739129.1	125000	230	0.030484
(137,792)(363026,363722)(350000,400000)	JASDQU010739130.1	375000	657	0.123903
(231,988)(115987,144612)(100000,150000)	JASDQU010739139.1	125000	759	0.151271
(989,1673)(157011,180302)(150000,200000)	JASDQU010739139.1	175000	686	0.240532
(988,1522)(181644,182188)(150000,200000)	JASDQU010739140.1	175000	536	-0.004604
(693,850)(95770,95928)(50000,100000)	JASDQU010739153.1	75000	159	0.031922
(3267,8160)(356660,363366)(350000,400000)	JASDQU010739154.1	375000	4895	0.332256
(132,1988)(153541,155413)(150000,200000)	JASDQU010739180.1	175000	1858	0.308038
(1989,2231)(322553,323032)(300000,350000)	JASDQU010739180.1	325000	244	0.215039
(232,806)(68990,69602)(50000,100000)	JASDQU010739182.1	75000	576	0.224133
(12,648)(229043,229702)(200000,250000)	JASDQU010739185.1	225000	638	0.406848
(115,287)(114266,114440)(100000,150000)	JASDQU010739189.1	125000	174	0.514151
(303,636)(198192,198574)(150000,200000)	JASDQU010739191.1	175000	335	0.083402
(522,1857)(121881,123217)(100000,150000)	JASDQU010739195.1	125000	1337	0.179041
(1858,2065)(172992,173219)(150000,200000)	JASDQU010739195.1	175000	209	0.103722
(33,1625)(67919,69838)(50000,100000)	JASDQU010739198.1	75000	1594	0.181077
(421,839)(399576,399999)(350000,400000)	JASDQU010739207.1	375000	420	0.358417
(840,1018)(400000,400181)(400000,450000)	JASDQU010739207.1	425000	180	0.383789
(8,230)(178354,178661)(150000,200000)	JASDQU010739218.1	175000	224	0.091871
(591,834)(118345,118730)(100000,150000)	JASDQU010739234.1	125000	245	0.192037
(101,1248)(111806,112973)(100000,150000)	JASDQU010739238.1	125000	1149	0.299188
(1249,1280)(171237,171361)(150000,200000)	JASDQU010739238.1	175000	33	0.025232
(181,421)(297783,298031)(250000,300000)	JASDQU010739270.1	275000	242	0.086838
(1715,2017)(272080,272394)(250000,300000)	JASDQU010739276.1	275000	304	0.243303
(2018,2549)(327283,347011)(300000,350000)	JASDQU010739276.1	325000	533	0.109559
(2550,3123)(391862,392444)(350000,400000)	JASDQU010739276.1	375000	575	0.081910
(2422,2450)(86928,86960)(50000,100000)	JASDQU010739280.1	75000	30	0.052209
(83,452)(93588,93957)(50000,100000)	JASDQU010739288.1	75000	371	0.023664
(3557,3973)(66604,67029)(50000,100000)	JASDQU010739299.1	75000	418	0.599935
(149,757)(175960,176591)(150000,200000)	JASDQU010739310.1	175000	610	0.231453
(2230,2345)(114982,115109)(100000,150000)	JASDQU010739327.1	125000	117	0.087468
(1247,4502)(125288,131611)(100000,150000)	JASDQU010739345.1	125000	3257	0.404655
(1595,2959)(175460,177029)(150000,200000)	JASDQU010739382.1	175000	1366	0.297146
(2960,5399)(274851,277538)(250000,300000)	JASDQU010739382.1	275000	2441	0.452641
(1279,1325)(249361,249418)(200000,250000)	JASDQU010739401.1	225000	48	0.031018
(220,412)(135684,135876)(100000,150000)	JASDQU010739402.1	125000	194	0.003252
(413,1576)(379546,399999)(350000,400000)	JASDQU010739402.1	375000	1165	0.053335
(804,2049)(162978,169347)(150000,200000)	JASDQU010739405.1	175000	1247	0.084353
(101,3421)(284316,288231)(250000,300000)	JASDQU010739409.1	275000	3322	0.252083
(983,2358)(107090,110355)(100000,150000)	JASDQU010739431.1	125000	1377	0.092835
(104,2531)(54209,98328)(50000,100000)	JASDQU010739446.1	75000	2429	0.186650
(546,1030)(50181,83671)(50000,100000)	JASDQU010739477.1	75000	486	0.042943
(92,751)(75331,76009)(50000,100000)	JASDQU010739489.1	75000	661	0.028833
(1131,1435)(233045,233370)(200000,250000)	JASDQU010739495.1	225000	306	0.238320
(1565,3098)(219583,221133)(200000,250000)	JASDQU010739497.1	225000	1535	0.082771
(240,437)(50000,99999)(50000,100000)	JASDQU010739499.1	75000	199	0.109420
(438,1244)(100000,101017)(100000,150000)	JASDQU010739499.1	125000	808	0.077662
(350,1753)(105191,106597)(100000,150000)	JASDQU010739514.1	125000	1405	0.161815
(439,1888)(264490,267272)(250000,300000)	JASDQU010739533.1	275000	1451	0.205737
(57,110)(117564,117729)(100000,150000)	JASDQU010739575.1	125000	55	0.172878
(2657,4693)(58808,62201)(50000,100000)	JASDQU010739582.1	75000	2038	0.471992
(612,1265)(323946,339312)(300000,350000)	JASDQU010739633.1	325000	655	0.025142
(1859,2833)(171609,172590)(150000,200000)	JASDQU010739664.1	175000	976	0.071574
(693,999)(112231,113097)(100000,150000)	JASDQU010739669.1	125000	308	0.040365
(1109,1305)(192819,193029)(150000,200000)	JASDQU010739673.1	175000	198	0.025562
(1306,2693)(236180,237568)(200000,250000)	JASDQU010739673.1	225000	1389	0.060243
(408,1315)(120786,135814)(100000,150000)	JASDQU010739692.1	125000	909	0.053158
(766,1373)(210079,210880)(200000,250000)	JASDQU010739697.1	225000	609	0.029337
(1644,1662)(221032,245696)(200000,250000)	JASDQU010739699.1	225000	20	0.052858
(2042,6183)(208392,213071)(200000,250000)	JASDQU010739700.1	225000	4143	0.684927
(6184,7451)(261487,263244)(250000,300000)	JASDQU010739700.1	275000	1269	0.697361
(1383,2090)(116359,117104)(100000,150000)	JASDQU010739703.1	125000	709	0.456461
(1443,2094)(198774,199484)(150000,200000)	JASDQU010739706.1	175000	653	0.073851
(2953,3030)(90928,91062)(50000,100000)	JASDQU010739737.1	75000	79	0.128145
(410,553)(183516,183668)(150000,200000)	JASDQU010739743.1	175000	145	-0.001316
(554,764)(200805,201886)(200000,250000)	JASDQU010739743.1	225000	212	0.025908
(765,1106)(313542,321122)(300000,350000)	JASDQU010739743.1	325000	343	0.108883
(2055,6109)(200059,237614)(200000,250000)	JASDQU010739752.1	225000	4056	0.378369
(6110,6923)(288404,289242)(250000,300000)	JASDQU010739752.1	275000	815	0.359222
(1715,3540)(52114,53939)(50000,100000)	JASDQU010739759.1	75000	1827	0.143010
(3769,4427)(211122,212436)(200000,250000)	JASDQU010739773.1	225000	660	0.356727
(1034,9637)(68109,95221)(50000,100000)	JASDQU010739779.1	75000	8605	0.471160
(9638,9906)(163818,164120)(150000,200000)	JASDQU010739779.1	175000	270	0.236136
(534,3856)(115874,124396)(100000,150000)	JASDQU010739789.1	125000	3324	0.124735
(2454,2829)(214561,215242)(200000,250000)	JASDQU010739797.1	225000	377	-0.004448
(3,1115)(107880,109011)(100000,150000)	JASDQU010739802.1	125000	1114	0.192496
(2159,4762)(50436,54004)(50000,100000)	JASDQU010739847.1	75000	2605	0.407358
(626,1065)(273600,274067)(250000,300000)	JASDQU010739871.1	275000	441	0.123510
(1401,1749)(157384,157790)(150000,200000)	JASDQU010739874.1	175000	350	0.299004
(1437,1555)(111549,111679)(100000,150000)	JASDQU010739889.1	125000	120	0.035193
(245,253)(220417,220425)(200000,250000)	JASDQU010739907.1	225000	10	0.052383
(140,450)(154763,155117)(150000,200000)	JASDQU010739920.1	175000	312	0.049996
(1011,1263)(121391,121680)(100000,150000)	JASDQU010739946.1	125000	254	0.267601
(1884,5108)(373940,389600)(350000,400000)	JASDQU010739955.1	375000	3226	0.199519
(34,233)(298735,298939)(250000,300000)	JASDQU010739960.1	275000	201	0.007828
(482,491)(80842,80943)(50000,100000)	JASDQU010739961.1	75000	11	0.037553
(3,2285)(142071,144356)(100000,150000)	JASDQU010739968.1	125000	2284	0.369190
(2286,6367)(185716,199999)(150000,200000)	JASDQU010739968.1	175000	4083	0.329008
(617,901)(105515,105811)(100000,150000)	JASDQU010739971.1	125000	286	0.002182
(902,1191)(196933,197224)(150000,200000)	JASDQU010739971.1	175000	291	0.062190
(1408,1874)(266598,267140)(250000,300000)	JASDQU010739981.1	275000	468	0.269005
(2150,3239)(100000,103167)(100000,150000)	JASDQU010750296.1	125000	1091	0.498055
(4440,4632)(52929,53128)(50000,100000)	JASDQU010750355.1	75000	194	0.053151
(125,318)(86622,86825)(50000,100000)	JASDQU010750468.1	75000	195	0.362979
(734,2695)(54237,99251)(50000,100000)	JASDQU010750867.1	75000	1963	0.195536
(391,669)(61479,61838)(50000,100000)	JASDQU010750877.1	75000	280	0.001386
(593,2452)(51910,55246)(50000,100000)	JASDQU010750987.1	75000	1861	0.427587
(4925,5794)(50559,59905)(50000,100000)	JASDQU010751038.1	75000	871	0.126525
(371,3096)(50000,53816)(50000,100000)	JASDQU010751357.1	75000	2727	0.099741
(248,5153)(55895,63453)(50000,100000)	JASDQU010751389.1	75000	4907	0.285331
(77,396)(59791,60134)(50000,100000)	JASDQU010751401.1	75000	321	0.170014
(328,1124)(57114,57912)(50000,100000)	JASDQU010751757.1	75000	798	0.089203
(133,167)(50498,50533)(50000,100000)	JASDQU010751759.1	75000	36	0.217689
(323,1125)(60113,60937)(50000,100000)	JASDQU010751894.1	75000	804	0.305272
(331,428)(67013,67112)(50000,100000)	JASDQU010752212.1	75000	99	0.171813
(888,1899)(50819,74499)(50000,100000)	JASDQU010752440.1	75000	1013	0.032285
(1189,1245)(69945,70005)(50000,100000)	JASDQU010752583.1	75000	58	0.002930
(209,804)(50000,50596)(50000,100000)	JASDQU010752819.1	75000	597	0.377418
(204,930)(78356,79091)(50000,100000)	JASDQU010752822.1	75000	728	0.324976
(327,1030)(75500,76203)(50000,100000)	JASDQU010753111.1	75000	705	0.278233
(905,2366)(75655,77271)(50000,100000)	JASDQU010753471.1	75000	1463	0.310792
(355,886)(63674,64316)(50000,100000)	JASDQU010753600.1	75000	533	0.195070
(947,4530)(50000,60134)(50000,100000)	JASDQU010753871.1	75000	3585	0.065806
(2422,4794)(52339,72206)(50000,100000)	JASDQU010753988.1	75000	2374	0.305734
(85,183)(67321,67435)(50000,100000)	JASDQU010754119.1	75000	100	0.047230
(480,863)(50838,51226)(50000,100000)	JASDQU010754167.1	75000	385	0.124956
(1080,1153)(51101,51185)(50000,100000)	JASDQU010754215.1	75000	75	0.061736
(123,1347)(55868,57165)(50000,100000)	JASDQU010754483.1	75000	1226	0.320848
(488,723)(50000,50235)(50000,100000)	JASDQU010754586.1	75000	237	0.278117
(5,1149)(50000,52372)(50000,100000)	JASDQU010754688.1	75000	1146	0.363379
(486,547)(50000,50061)(50000,100000)	JASDQU010755001.1	75000	63	0.028459
(908,1000)(171337,171457)(150000,200000)	JASDQU010790031.1	175000	94	0.065643
(702,1109)(292695,293155)(250000,300000)	JASDQU010790038.1	275000	409	0.143114
(152,1304)(150000,189262)(150000,200000)	JASDQU010790043.1	175000	1154	0.117241
(539,920)(272017,272600)(250000,300000)	JASDQU010790045.1	275000	383	0.134715
(1039,1215)(90153,90365)(50000,100000)	JASDQU010790072.1	75000	178	0.441938
(8,420)(71678,72292)(50000,100000)	JASDQU010790081.1	75000	414	0.068639
(206,330)(186819,187020)(150000,200000)	JASDQU010790114.1	175000	126	0.268672
(211,513)(261242,261547)(250000,300000)	JASDQU010790143.1	275000	304	0.000318
(309,1459)(62789,64217)(50000,100000)	JASDQU010790161.1	75000	1152	0.070232
(142,1187)(69406,70476)(50000,100000)	JASDQU010790174.1	75000	1047	0.413615
(85,305)(312318,312542)(300000,350000)	JASDQU010790190.1	325000	222	0.004281
(602,706)(195834,195977)(150000,200000)	JASDQU010790208.1	175000	106	0.064692
(695,1454)(219442,220222)(200000,250000)	JASDQU010790211.1	225000	761	0.523157
(90,968)(84494,85400)(50000,100000)	JASDQU010790214.1	75000	880	0.238210
(969,1268)(175518,175836)(150000,200000)	JASDQU010790214.1	175000	301	0.041694
(336,1144)(159458,168016)(150000,200000)	JASDQU010790220.1	175000	810	0.015516
(6,100)(278694,278799)(250000,300000)	JASDQU010790222.1	275000	96	0.167962
(637,639)(193062,193064)(150000,200000)	JASDQU010790234.1	175000	4	0.040407
(1312,2196)(100680,101574)(100000,150000)	JASDQU010790239.1	125000	886	0.041891
(497,3101)(118766,121378)(100000,150000)	JASDQU010790241.1	125000	2606	0.461245
(3102,3120)(316179,316212)(300000,350000)	JASDQU010790241.1	325000	20	0.039610
(573,1207)(191403,192051)(150000,200000)	JASDQU010790255.1	175000	636	0.311513
(831,1669)(53317,54182)(50000,100000)	JASDQU010815204.1	75000	840	0.156598
(1415,1861)(59253,59723)(50000,100000)	JASDQU010815396.1	75000	448	0.052405
(17,54)(59202,59242)(50000,100000)	JASDQU010815595.1	75000	39	0.038082
(215,669)(51698,52236)(50000,100000)	JASDQU010815606.1	75000	456	0.501556
(665,689)(72942,72994)(50000,100000)	JASDQU010815688.1	75000	26	0.058122
(294,3956)(52261,55985)(50000,100000)	JASDQU010816204.1	75000	3664	0.201344
(386,712)(59535,90134)(50000,100000)	JASDQU010816213.1	75000	328	0.069061
(667,994)(59428,59848)(50000,100000)	JASDQU010816255.1	75000	329	-0.006294
(296,562)(57279,63155)(50000,100000)	JASDQU010816454.1	75000	268	0.046055
(1310,1935)(58848,59473)(50000,100000)	JASDQU010816608.1	75000	627	0.250757
(2100,2675)(57223,57807)(50000,100000)	JASDQU010816639.1	75000	577	0.067947
(220,323)(78879,79037)(50000,100000)	JASDQU010816827.1	75000	105	0.078374
(2282,5117)(50008,53442)(50000,100000)	JASDQU010817002.1	75000	2837	0.262980
(344,1261)(50105,87570)(50000,100000)	JASDQU010817057.1	75000	919	0.526386
(308,1595)(50152,51564)(50000,100000)	JASDQU010817119.1	75000	1289	0.335432
(535,609)(56821,56904)(50000,100000)	JASDQU010817432.1	75000	76	0.066814
(59,161)(53706,53828)(50000,100000)	JASDQU010817601.1	75000	104	0.032992
(746,2454)(61531,63344)(50000,100000)	JASDQU010817610.1	75000	1710	0.145532
(1422,1526)(61594,61874)(50000,100000)	JASDQU010817725.1	75000	106	0.010438
(452,535)(58020,58138)(50000,100000)	JASDQU010817811.1	75000	85	0.069622
(147,1005)(67605,68465)(50000,100000)	JASDQU010817948.1	75000	860	0.237929
(46,987)(52734,53693)(50000,100000)	JASDQU010817995.1	75000	943	0.117572
(991,1621)(52656,74643)(50000,100000)	JASDQU010818020.1	75000	632	0.589083
(376,745)(55009,56939)(50000,100000)	JASDQU010818022.1	75000	371	0.057702
(2658,3676)(52981,54009)(50000,100000)	JASDQU010818033.1	75000	1020	0.287672
(1066,3381)(50895,53217)(50000,100000)	JASDQU010818159.1	75000	2317	0.550768
(949,1097)(51376,51531)(50000,100000)	JASDQU010818187.1	75000	150	0.029689
(549,1226)(50000,50682)(50000,100000)	JASDQU010818229.1	75000	679	0.258300
(694,744)(60029,60098)(50000,100000)	JASDQU010818566.1	75000	52	0.037463
(1791,2930)(59814,60960)(50000,100000)	JASDQU010818660.1	75000	1141	0.177991
(855,1069)(50402,50807)(50000,100000)	JASDQU010818938.1	75000	216	0.735620
(372,966)(50333,71483)(50000,100000)	JASDQU010819067.1	75000	596	0.054293
(604,1626)(59416,60452)(50000,100000)	JASDQU010819137.1	75000	1024	0.374283
(1703,2116)(51890,52313)(50000,100000)	JASDQU010819245.1	75000	415	0.043775
(860,2161)(51145,81860)(50000,100000)	JASDQU010819289.1	75000	1303	0.159052
(960,1249)(170403,170836)(150000,200000)	JASDQU010819472.1	175000	291	0.640609
